Family,Model,Verb,Command,Description,SCPI,SCPI (short),Arguments,Arg kind,Arg values,Instance params,Group,Subsystem,Returns,Return type,Return unit,Return fields,SCPI statements,Unverified,File
DMM,34401A,SET,Set_System_Beeper_State,System-Related Commands,SYSTem:BEEPer:STATe <value>,SYST:BEEP:STAT <value>,value,bool,OFF; ON,,,SYST,,,,,1,yes,DMM/34401A/commands.json
DMM,34401A,SET,Set_Trigger_Count,Set Trigger Count,:TRIGger:COUNt <count>,:TRIG:COUN <count>,count,integer,,,Setup Trigger Model,TRIGger,,,,,1,,DMM/34401A/commands.json
DMM,34401A,SET,Set_Trigger_Delay,Set Trigger Delay,:TRIGger:DELay <delay>,:TRIG:DEL <delay>,delay,numeric,,,Setup Trigger Model,TRIGger,,,,,1,,DMM/34401A/commands.json
DMM,34401A,SET,Set_Trigger_Source,Set Trigger Source,:TRIGger:SOURce <source>,:TRIG:SOUR <source>,source,enum,BUS; IMM; EXT,,Setup Trigger Model,TRIGger,,,,,1,,DMM/34401A/commands.json
DMM,34401A,SET,Set_Voltage_Range,An Introduction to the SCPI Language,VOLTage:RANGe <value>,VOLT:RANG <value>,value,numeric,,,,VOLT,,,,,1,yes,DMM/34401A/commands.json
DMM,34401A,SET,Set_dB_Ref,Set dB Ref,:CALCulate:DB:REFerence <value>,:CALC:DB:REF <value>,value,enum,,,Math and Limits Setup,CALCulate,,,,,1,,DMM/34401A/commands.json
DMM,34401A,SET,Set_dBm_Ref,Set dBm Ref,:CALCulate:DBM:REFerence <value>,:CALC:DBM:REF <value>,value,enum,,,Math and Limits Setup,CALCulate,,,,,1,,DMM/34401A/commands.json
Distortion,Porta_one,DO,Do_Ampl_Step,Selects the sweep mode or the number of sweep steps,AMPLitude:STEPs,AMPL:STEP,,,,,,AMPL,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_At_Fmax,Do at fmax,ATio:FMAX,AT:FMAX,,,,,,AT,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Clear_Status,Do Clear Status,*CLS,,,,,,Global Utilities,System,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Dimd_Ext,Do dimd ext,DIMD:EXTernal,DIMD:EXT,,,,,,DIMD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Dimd_Fmax,Do dimd fmax,DIMD:FMAX,,,,,,,DIMD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Dimd_Fmin,Do dimd fmin,DIMD:FMIN,,,,,,,DIMD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Display_Panel,Do Display Panel,:DISPlay PANel,:DISP PANel,,,,,Global Utilities,System,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Dlev_Fm,Do dlev fm,DLEVel:FMin,DLEV:FM,,,,,,DLEV,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Dthd_Medium,Do dthd medium,DTHD:MEDIUM,DTHD:MED,,,,,,DTHD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Gen_Dig,Do gen dig,GEN:DIG,,,,,,,GEN,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Gen_Jitt,Do gen jitt,GEN:JITT,,,,,,,GEN,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Imd_Ext,Do imd ext,IMD:EXTernal,IMD:EXT,,,,,,IMD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Imd_Step,Selects the sweep mode or the number of sweep steps,IMD:STEPs,IMD:STEP,,,,,,IMD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Lev_Fm,Do lev fm,LEVel:FMin,LEV:FM,,,,,,LEV,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Output_OFF,Do Output OFF,:OUTPut OFF,:OUTP OFF,,,,,Master Generator Output,System,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Output_ON,Do Output ON,:OUTPut ON,:OUTP ON,,,,,Master Generator Output,System,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Phas_Aver,Selects the averaging function for the Phase meter,PHASe:AVERage,PHAS:AVER,,,,,,PHAS,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Ref_Watt,Do ref watt,REF:WATT,,,,,,,REF,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Reset,Do Reset,*RST,,,,,,Global Utilities,System,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Do_Thd_Medium,Do thd medium,THD:MEDIUM,THD:MED,,,,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Mode_Amplitude,Mode Amplitude,:FUNCtion AMPLitude,:FUNC AMPLitude,,,,,Select Measurement Mode,Channel_AB,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Mode_Crosstalk,Mode Crosstalk,:FUNCtion XTALK,:FUNC XTALK,,,,,Select Measurement Mode,Channel_AB,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Mode_Level_Stereo,Mode Level Stereo,:FUNCtion LEVel,:FUNC LEVel,,,,,Select Measurement Mode,Channel_AB,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Mode_Noise,Mode Noise,:FUNCtion NOISE,:FUNC NOISE,,,,,Select Measurement Mode,Channel_AB,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Mode_Phase,Mode Phase,:FUNCtion PHASE,:FUNC PHASE,,,,,Select Measurement Mode,Channel_AB,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Mode_SINAD,Mode SINAD,:FUNCtion SINad,:FUNC SINad,,,,,Select Measurement Mode,Channel_AB,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Mode_THD_N,Mode THD N,:FUNCtion THD,:FUNC THD,,,,,Select Measurement Mode,Channel_AB,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Select_DIN_BNC,Select DIN BNC,:DINPut BNC,:DINP BNC,,,,,Select Digital Input Connector,Digital,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Select_DIN_Generator,Select DIN Generator,:DINPut GENerator,:DINP GENerator,,,,,Select Digital Input Connector,Digital,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Select_DIN_Optical,Select DIN Optical,:DINPut OPTical,:DINP OPTical,,,,,Select Digital Input Connector,Digital,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Select_DIN_XLR,Select DIN XLR,:DINPut XLR,:DINP XLR,,,,,Select Digital Input Connector,Digital,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Select_Input_Analog_A,Select Input Analog A,:INPut A,:INP A,,,,,Route signals to Analyzer A,Channel_A,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Select_Input_Analog_B,Select Input Analog B,:INPut B,:INP B,,,,,Route signals to Analyzer B,Channel_B,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Select_Input_Gen_Monitor_A,Select Input Gen Monitor A,:INPut GENA,:INP GENA,,,,,Route signals to Analyzer A,Channel_A,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Select_Input_Gen_Monitor_B,Select Input Gen Monitor B,:INPut GENB,:INP GENB,,,,,Route signals to Analyzer B,Channel_B,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Set_DOUT_OFF,Set DOUT OFF,:DOUTput OFF,:DOUT OFF,,,,,Digital Output State,Digital,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Set_DOUT_ON,Set DOUT ON,:DOUTput ON,:DOUT ON,,,,,Digital Output State,Digital,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Set_Unit_Volts,Set Unit Volts,:AUNits V,:AUN V,,,,,Select Output Unit (M1/M2),Measurements,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Set_Unit_Watts,Set Unit Watts,:AUNits W,:AUN W,,,,,Select Output Unit (M1/M2),Measurements,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Set_Unit_dBV,Set Unit dBV,:AUNits DBV,:AUN DBV,,,,,Select Output Unit (M1/M2),Measurements,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Set_Unit_dBm,Set Unit dBm,:AUNits DBM,:AUN DBM,,,,,Select Output Unit (M1/M2),Measurements,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Set_Unit_dBu,Set Unit dBu,:AUNits DBU,:AUN DBU,,,,,Select Output Unit (M1/M2),Measurements,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Set_Wave_IMD,Set Wave IMD,:WAVeform IMD,:WAV IMD,,,,,Select Waveform Shape,Signal_Generator,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Set_Wave_Sine,Set Wave Sine,:WAVeform SINE,:WAV SINE,,,,,Select Waveform Shape,Signal_Generator,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,DO,Set_Wave_Square,Set Wave Square,:WAVeform SQUare,:WAV SQUare,,,,,Select Waveform Shape,Signal_Generator,,,,,1,,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Acm_Lun,Selects the THD+N display units for the ACMAINS measurement function,ACMains:LUNit?,ACM:LUN?,,,,,,ACM,1,CRD,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Acm_Mmax,Selects the upper magnitude display range for the bargraph display in volts,ACMains:MMAX?,ACM:MMAX?,,,,,,ACM,1,NR3,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Acm_Mmin,Selects the lower magnitude display range for the bargraph display in volts,ACMains:MMIN?,ACM:MMIN?,,,,,,ACM,1,NR3,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Acm_Unit,Selects the default volts measurement units for the ACMAINS function,ACMains:UNIT?,ACM:UNIT?,,,,,,ACM,1,CRD,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Amax,"For the Access instrument, this command sets the maximum amplitude level for an amplitude sweep of the analog generator when the SWPType command is set to AMPL",AMPLitude:AMAX?,AMPL:AMAX?,,,,,,AMPL,1,NR3,V,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Amin,"For the Access instrument, this command sets the minimum amplitude level for an amplitude sweep of the analog generator when the SWPType command is set to AMPL",AMPLitude:AMIN?,AMPL:AMIN?,,,,,,AMPL,1,NR3,V,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Bpfr,Selects the center frequency for the tunable bandpass filter when the Selective filter is selected,AMPLitude:BPFR?,AMPL:BPFR?,,,,,,AMPL,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Ext,Selects glide or step settling in external sweep mode,AMPLitude:EXTernal?,AMPL:EXT?,,,,,,AMPL,1,BOOL,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Filt,"Selects the filter for the Amplitude function, identical to the front- panel selection",AMPLitude:FILTer?,AMPL:FILT?,,,,,,AMPL,1,CRD,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Fmax,Selects the upper frequency display range for the sweep and bargraph displays,AMPLitude:FMAX?,AMPL:FMAX?,,,,,,AMPL,1,NR3,Hz,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Fmin,Selects the lower frequency display range for the sweep and bargraph displays,AMPLitude:FMIN?,AMPL:FMIN?,,,,,,AMPL,1,NR3,Hz,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Hpas,Enables and disables the high pass filter,AMPLitude:HPASs?,AMPL:HPAS?,,,,,,AMPL,1,CRD,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Lpas,Selects the band pass filter when the unweighted filter is selected,AMPLitude:LPASs?,AMPL:LPAS?,,,,,,AMPL,1,CRD,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Mmax,Selects the upper magnitude display range for the sweep and bargraph displays in currently selected units,AMPLitude:MMAX?,AMPL:MMAX?,,,,,,AMPL,1,NR3,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Mmin,Selects the lower magnitude display range for the sweep and bargraph displays,AMPLitude:MMIN?,AMPL:MMIN?,,,,,,AMPL,1,NR3,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Spe,Selects the sweep speed,AMPLitude:SPEed?,AMPL:SPE?,,,,,,AMPL,1,NR3,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Steps,Returns the selected sweep mode or the number of sweep steps selected for the internal sweep mode,AMPLitude:STEPS?,AMPL:STEP?,,,,,,AMPL,1,NR1,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Swpt,Specifies that either a frequency sweep or amplitude sweep is to be performed when the SWEEP START command is received,AMPLitude:SWPType?,AMPL:SWPT?,,,,,,AMPL,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Unit,Selects the measurement units for the Amplitude function,AMPLitude:UNIT?,AMPL:UNIT?,,,,,,AMPL,1,CRD,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Ampl_Wtd,Selects the weighting filter for the Amplitude function when the WTD filter is selected,AMPLitude:WTD?,AMPL:WTD?,,,,,,AMPL,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Amax,"This command sets the maximum amplitude level for an amplitude sweep of the analog generator, the digital generator, or the jitter generator when the SWPType command is set to AMPL",DAMPlitude:AMAX?,DAMP:AMAX?,,,,,,DAMP,1,NR3,V,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Amin,"This command sets the minimum amplitude level for an amplitude sweep of the analog generator, the digital generator, or the jitter generator when the SWPType command is set to AMPL",DAMPlitude:AMIN?,DAMP:AMIN?,,,,,,DAMP,1,NR3,V,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Bpfr,Selects the center frequency for the tunable bandpass filter when the Selective filter is selected,DAMPlitude:BPFR?,DAMP:BPFR?,,,,,,DAMP,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Ext,Selects glide or step settling in external sweep mode,DAMPlitude:EXTernal?,DAMP:EXT?,,,,,,DAMP,1,BOOL,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Filt,"Selects the filter for the Amplitude function, identical to the front- panel selection",DAMPlitude:FILTer?,DAMP:FILT?,,,,,,DAMP,1,CRD,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Fmax,Selects the upper frequency display range for the sweep display,DAMPlitude:FMAX?,DAMP:FMAX?,,,,,,DAMP,1,NR3,Hz,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Fmin,Selects the lower frequency display range for the sweep display,DAMPlitude:FMIN?,DAMP:FMIN?,,,,,,DAMP,1,NR3,Hz,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Hpas,Selects the high pass filter cut off frequency,DAMPlitude:HPASs?,DAMP:HPAS?,,,,,,DAMP,1,CRD,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Lpas,Selects the band pass filter cut off frequency and detector when the unweighted filter is selected,DAMPlitude:LPASs?,DAMP:LPAS?,,,,,,DAMP,1,CRD,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Mmax,Selects the upper magnitude display range for the sweep and bargraph displays in currently selected units,DAMPlitude:MMAX?,DAMP:MMAX?,,,,,,DAMP,1,NR3,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Mmin,Selects the lower magnitude display range for the sweep display,DAMPlitude:MMIN?,DAMP:MMIN?,,,,,,DAMP,1,NR3,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Spe,Selects the sweep speed,DAMPlitude:SPEed?,DAMP:SPE?,,,,,,DAMP,1,NR3,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Step,Selects the sweep mode or the number of sweep steps,DAMPlitude:STEPs?,DAMP:STEP?,,,,,,DAMP,1,NR1,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Swpt,Specifies that either a frequency sweep or amplitude sweep is to be performed when the SWEEP START command is received,DAMPlitude:SWPType?,DAMP:SWPT?,,,,,,DAMP,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Unit,Selects the measurement units for the Digital Amplitude function,DAMPlitude:UNIT?,DAMP:UNIT?,,,,,,DAMP,1,CRD,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Damp_Wtd,Selects the weighting filter for the Digital Amplitude function when the WTD filter is selected,DAMPlitude:WTD?,DAMP:WTD?,,,,,,DAMP,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dchk_Bits,"This query returns two 32-bit decimal integers (only the low 24 bits are available, the top 8 bits are not used) indicating the state of the digital input signal on the A and B channels",DCHK:BITS?,,,,,,,DCHK,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dchk_Dbit,"Selects the measurement mode for the digital interface data bits, either Active Bits mode (ACTV) or Actual Bits mode (ACTL)",DCHK:DBITs?,DCHK:DBIT?,,,,,,DCHK,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dchk_Dun,"Selects the data units for the data display, either decimal (DEC) or hexadecimal (HEX)",DCHK:DUNit?,DCHK:DUN?,,,,,,DCHK,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dchk_Mmax,Selects the upper magnitude display range and units for the bargraph display,DCHK:MMAX?,,,,,,,DCHK,1,NR3,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dchk_Mmin,Selects the lower magnitude display range and unit for the bargraph display,DCHK:MMIN?,,,,,,,DCHK,1,NR3,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dchk_Unit,Selects the measurement units for the data error measurements,DCHK:UNIT?,,,,,,,DCHK,1,CRD,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dimd_Amax,"This command sets the maximum amplitude level for an amplitude sweep of the analog generator, the digital generator, or the jitter generator",DIMD:AMAX?,,,,,,,DIMD,1,NR3,V,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dimd_Amin,"This command sets the minimum amplitude level for an amplitude sweep of the analog generator, the digital generator, or the jitter generator",DIMD:AMIN?,,,,,,,DIMD,1,NR3,V,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dimd_Lun,Selects the level display units for the Digital DIMD measurement function,DIMD:LUNit?,DIMD:LUN?,,,,,,DIMD,1,CRD,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dimd_Mmax,Selects the upper magnitude display range for the bargraph display in currently selected units,DIMD:MMAX?,,,,,,,DIMD,1,NR3,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dimd_Mmin,Selects the lower magnitude display range for the bargraph display,DIMD:MMIN?,,,,,,,DIMD,1,NR3,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dimd_Spe,Selects the sweep speed,DIMD:SPEed?,DIMD:SPE?,,,,,,DIMD,1,NR3,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dimd_Step,Selects the the number of sweep steps,DIMD:STEPs?,DIMD:STEP?,,,,,,DIMD,1,NR1,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dimd_Unit,Selects the DIMD measurement units of percent and dB,DIMD:UNIT?,,,,,,,DIMD,1,CRD,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dio_Ddref,Selects the reference source for the Digital Delay measurement function,DIO:DDREF?,DIO:DDR?,,,,,,DIO,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dio_Dir,Selects the number of data bits of resolution applied to both channels of the digital audio data on the digital inputs,DIO:DIResolution?,DIO:DIR?,,,,,,DIO,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dio_Dref,Get dio dref,DIO:DREF?,,,,,,,DIO,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dio_Dun,Selects units for the Digital Delay measurement function,DIO:DUNit?,DIO:DUN?,,,,,,DIO,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dio_Frqr,Selects digital audio frequency reference source for digital audio frequency measurement functions,DIO:FRQRef?,DIO:FRQR?,,,,,,DIO,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dio_Mmax,Selects the upper magnitude display range for the sample rate bargraph display,DIO:MMAX?,,,,,,,DIO,1,NR3,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dio_Mmin,Selects the lower magnitude display range for the sample rate bargraph display,DIO:MMIN?,,,,,,,DIO,1,NR3,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dio_Unit,Selects units for the Digital Sample Rate measurement function,DIO:UNIT?,,,,,,,DIO,1,CRD,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dist_Cod,Returns a value indicating a coding error in the data received at the digital interface input,DISTatus:CODing?,DIST:COD?,,,,,,DIST,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dist_Con,Get dist con,DISTatus:CONfidence?,DIST:CON?,,,,,,DIST,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dist_Err,Get dist err,DISTatus:ERRor?,DIST:ERR?,,,,,,DIST,1,ERROR,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dist_Inv,Returns the state of digital interface input channel A validity bit,DISTatus:INValid?,DIST:INV?,,,,,,DIST,1,BOOL,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dist_Lock,Returns a value indicating loss of phase lock of the digital interface input to the incoming sample rate,DISTatus:LOCK?,DIST:LOCK?,,,,,,DIST,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dist_Par,Returns a value indicating the received parity bit does not match the parity of the received sample,DISTatus:PARity?,DIST:PAR?,,,,,,DIST,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dist_Stat,Analyzer Function-Setting Commands All function-setting commands have parameters specific to each measurement function,DISTatus:STATus?,DIST:STAT?,,,,,,DIST,1,BOOL,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Dist_Std,Get dist std,:DISTatus:STD?,:DIST:STD?,,,,,,DIST,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Djit_Amax,"This command sets the maximum amplitude level for an amplitude sweep of the analog generator, the digital generator, or the jitter generator when the SWPType command is set to AMPL",DJITter:AMAX?,DJIT:AMAX?,,,,,,DJIT,1,NR3,V,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Djit_Amin,"This command sets the minimum amplitude level for an amplitude sweep of the analog generator, the digital generator, or the jitter generator when the SWPType command is set to AMPL",DJITter:AMIN?,DJIT:AMIN?,,,,,,DJIT,1,NR3,V,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Djit_Bpfr,Selects the center frequency for the Digital Jitter analyzer tunable bandpass filter when the Selective filter is selected,DJITter:BPFR?,DJIT:BPFR?,,,,,,DJIT,1,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,NAB,Get_Djit_Det,Get djit det,DJITter:DETector?,DJIT:DET?,,,,,,DJIT,1,CRD,,,1,yes,Distortion/Porta_one/commands.json
